year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",89.00,13.00,2.25,1.60,3.16,0.00,5.99,2.00,1.00,1375.00,71.00,761.00,118.00,0.00,425.00
2023,8,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",62.00,10.00,1.97,0.04,0.57,0.00,7.42,0.00,1.00,799.00,218.00,1.00,62.00,0.00,518.00
2023,8,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,10.00,2.73,1.18,1.80,0.00,4.28,1.00,0.00,766.00,56.00,188.00,78.00,0.00,444.00
2023,8,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",66.00,12.00,3.69,2.27,4.47,0.00,1.57,1.00,1.00,1397.00,471.00,320.00,388.00,0.00,218.00
2023,8,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",92.00,22.00,7.76,0.00,2.96,0.00,11.28,2.00,0.00,1530.00,628.00,0.00,134.00,0.00,768.00
2023,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1636.00,256.00,55.98,27.81,63.64,0.00,108.57,32.00,11.00,29768.00,9339.00,4557.00,4676.00,0.00,11196.00
2023,8,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",75.00,12.00,5.62,0.97,4.41,0.00,1.00,0.00,0.00,843.00,535.00,170.00,111.00,0.00,27.00
2023,8,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59.00,7.00,3.32,0.00,0.42,0.00,3.26,2.00,0.00,324.00,117.00,0.00,25.00,0.00,182.00
2023,8,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62.00,13.00,6.53,0.94,3.54,0.00,1.99,0.00,0.00,707.00,470.00,77.00,87.00,0.00,73.00
2023,8,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",30.00,4.00,0.00,0.82,0.00,0.00,3.18,1.00,0.00,1421.00,0.00,532.00,0.00,0.00,889.00
2023,8,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",58.00,10.00,2.78,0.00,3.18,0.00,4.03,1.00,0.00,1604.00,207.00,0.00,1049.00,0.00,348.00
2023,8,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",124.00,13.00,8.42,1.00,0.50,0.00,3.08,3.00,0.00,1207.00,282.00,650.00,18.00,0.00,257.00
2023,8,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",84.00,17.00,4.11,0.00,4.24,0.00,8.65,2.00,2.00,1124.00,208.00,0.00,164.00,0.00,752.00
2023,8,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",166.00,25.00,6.02,2.91,11.40,0.00,4.68,2.00,0.00,1465.00,362.00,308.00,523.00,0.00,272.00
2023,8,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",62.00,14.00,7.46,0.20,3.10,0.00,3.24,2.00,2.00,2641.00,1238.00,184.00,771.00,0.00,448.00
2023,8,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",147.00,30.00,11.85,0.00,11.00,0.00,7.16,3.00,0.00,1628.00,714.00,0.00,324.00,0.00,590.00
2023,8,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",154.00,25.00,7.96,0.00,10.66,0.00,6.38,2.00,0.00,1065.00,289.00,0.00,448.00,0.00,328.00
2023,8,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",62.00,13.00,1.92,0.00,3.82,0.20,7.05,2.00,0.00,900.00,89.00,0.00,203.00,28.00,580.00
2023,8,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",92.00,20.00,3.74,0.00,9.41,0.00,6.85,1.00,0.00,1375.00,398.00,0.00,448.00,0.00,529.00
2023,8,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",119.00,17.00,5.23,3.10,1.96,0.00,6.71,1.00,0.00,1108.00,341.00,174.00,82.00,0.00,511.00
2023,8,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",139.00,17.00,4.17,2.60,6.67,0.00,3.55,2.00,1.00,891.00,226.00,118.00,348.00,0.00,199.00
2023,8,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",137.00,16.00,4.88,0.41,5.35,0.00,5.35,4.00,0.00,935.00,322.00,12.00,330.00,0.00,271.00
2023,8,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",323.00,62.00,24.42,3.40,8.65,0.00,25.53,6.00,3.00,4601.00,1792.00,851.00,304.00,0.00,1654.00
2023,8,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",232.00,38.00,9.94,1.00,13.46,0.00,13.60,9.00,1.00,2617.00,752.00,49.00,753.00,0.00,1063.00
2023,8,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",99.00,15.00,5.50,1.00,3.79,0.00,4.71,2.00,0.00,971.00,275.00,23.00,109.00,0.00,564.00
2023,8,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",79.00,10.00,2.12,1.69,0.35,0.00,5.84,2.00,0.00,1280.00,828.00,59.00,17.00,0.00,376.00
2023,8,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",637.00,109.00,29.44,3.89,28.21,0.00,47.45,8.00,0.00,8481.00,2548.00,122.00,1248.00,0.00,4563.00
2023,8,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,12.00,4.59,0.00,0.20,0.00,7.21,0.00,0.00,878.00,460.00,0.00,5.00,0.00,413.00
2023,8,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",27.00,5.00,1.08,0.00,2.14,0.00,1.77,0.00,0.00,418.00,92.00,0.00,118.00,0.00,208.00
2023,8,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",205.00,29.00,8.52,0.57,11.44,0.00,8.48,3.00,0.00,2886.00,749.00,46.00,1240.00,0.00,851.00
2023,8,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62.00,11.00,2.00,0.00,7.29,0.00,1.71,0.00,0.00,456.00,43.00,0.00,316.00,0.00,97.00
2023,8,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",55.00,2.00,0.19,0.00,0.07,0.00,1.74,0.00,0.00,153.00,8.00,0.00,3.00,0.00,142.00
2023,8,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",218.00,52.00,18.56,0.00,10.92,0.00,22.52,1.00,0.00,3728.00,1539.00,0.00,646.00,0.00,1543.00
2023,8,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1607.00,262.00,61.84,13.84,58.28,0.00,128.03,19.00,5.00,24485.00,6954.00,1146.00,4936.00,0.00,11449.00
2023,8,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",79.00,14.00,4.58,2.00,4.39,0.00,3.03,1.00,0.00,1105.00,762.00,64.00,111.00,0.00,168.00
2023,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",150.00,21.00,9.70,0.00,4.91,0.00,6.38,2.00,0.00,1264.00,620.00,0.00,237.00,0.00,407.00
2023,8,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",58.00,6.00,1.93,0.00,0.07,0.00,4.00,1.00,0.00,309.00,180.00,0.00,3.00,0.00,126.00
2023,8,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,7.00,3.00,1.20,1.12,0.00,1.68,0.00,1.00,718.00,204.00,61.00,78.00,0.00,375.00
2023,8,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",53.00,20.00,11.59,1.00,0.80,0.00,6.62,0.00,0.00,1382.00,653.00,32.00,54.00,0.00,643.00
2023,8,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",149.00,18.00,5.43,0.93,2.20,0.00,9.43,1.00,0.00,1427.00,525.00,28.00,147.00,0.00,727.00
2023,8,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",166.00,14.00,6.46,0.00,5.10,0.00,2.44,1.00,1.00,1282.00,912.00,0.00,178.00,0.00,192.00
2023,8,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",104.00,19.00,6.67,1.00,4.76,0.00,6.57,2.00,0.00,1141.00,582.00,37.00,126.00,0.00,396.00
2023,8,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",57.00,13.00,5.29,0.00,2.70,0.00,5.01,2.00,0.00,1063.00,451.00,0.00,102.00,0.00,510.00
2023,8,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",36.00,4.00,1.00,0.00,1.00,0.00,2.00,0.00,0.00,168.00,28.00,0.00,19.00,0.00,121.00
2023,8,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",147.00,32.00,11.26,0.52,8.83,0.00,11.38,6.00,0.00,1805.00,695.00,55.00,439.00,0.00,616.00
2023,8,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",282.00,43.00,18.59,1.00,8.03,0.00,15.37,6.00,0.00,3208.00,1222.00,15.00,356.00,0.00,1615.00
2023,8,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,17.00,4.98,1.76,6.86,0.00,3.39,1.00,0.00,1671.00,256.00,898.00,273.00,0.00,244.00
2023,8,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",85.00,14.00,6.54,0.00,4.40,0.00,3.06,5.00,0.00,754.00,445.00,0.00,118.00,0.00,191.00
2023,8,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1576.00,213.00,49.85,13.99,76.24,0.10,72.82,32.00,0.00,21184.00,6213.00,2806.00,5420.00,5.00,6740.00
2023,8,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62.00,7.00,3.92,0.98,1.10,0.00,1.00,2.00,0.00,677.00,419.00,161.00,29.00,0.00,68.00
2023,8,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",62.00,7.00,3.27,0.09,0.90,0.00,2.74,0.00,0.00,989.00,708.00,60.00,20.00,0.00,201.00
2023,8,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",74.00,7.00,4.43,0.00,0.41,0.00,2.16,1.00,0.00,572.00,365.00,0.00,18.00,0.00,189.00
2023,8,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",3171.00,438.00,116.05,18.62,141.81,0.07,161.45,77.00,8.00,37080.00,13761.00,1274.00,8613.00,6.00,13426.00
2023,8,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",27.00,4.00,1.00,0.00,1.83,0.00,1.17,0.00,0.00,249.00,29.00,0.00,83.00,0.00,137.00
2023,8,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",143.00,25.00,8.13,0.00,6.67,0.00,10.20,2.00,0.00,1749.00,411.00,0.00,300.00,0.00,1038.00
2023,8,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",31.00,7.00,3.35,0.00,1.68,0.00,1.98,2.00,0.00,142.00,56.00,0.00,28.00,0.00,58.00
2023,8,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",41.00,6.00,1.61,0.95,1.44,0.00,2.00,1.00,0.00,230.00,87.00,55.00,32.00,0.00,56.00
2023,8,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",58.00,9.00,5.61,0.00,1.24,0.00,2.15,0.00,0.00,467.00,265.00,0.00,117.00,0.00,85.00
2023,8,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,12.00,3.51,1.66,3.08,0.00,3.75,2.00,0.00,967.00,166.00,258.00,126.00,0.00,417.00
2023,8,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,9.00,3.18,0.00,3.70,0.00,2.12,0.00,0.00,902.00,187.00,0.00,301.00,0.00,414.00
2023,8,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",87.00,13.00,4.31,0.00,4.03,0.00,4.65,2.00,0.00,883.00,365.00,0.00,261.00,0.00,257.00
2023,8,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31.00,6.00,3.00,0.00,1.11,0.00,1.90,0.00,0.00,556.00,381.00,0.00,34.00,0.00,141.00
2023,8,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",35.00,3.00,2.13,0.00,0.00,0.00,0.87,0.00,0.00,77.00,57.00,0.00,0.00,0.00,20.00
2023,8,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",739.00,118.00,28.66,6.65,20.52,0.00,62.17,1.00,2.00,8708.00,1869.00,536.00,1379.00,0.00,4924.00
2023,8,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",68.00,14.00,5.37,0.00,3.79,0.00,4.84,4.00,0.00,921.00,429.00,0.00,139.00,0.00,353.00
2023,8,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",54.00,20.00,6.49,0.00,4.66,0.00,8.85,1.00,0.00,2126.00,641.00,0.00,198.00,0.00,1287.00
2023,8,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",186.00,29.00,18.38,0.90,5.20,0.00,4.52,2.00,1.00,3632.00,2351.00,627.00,231.00,0.00,423.00
2023,8,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27.00,3.00,2.94,0.00,0.06,0.00,0.00,1.00,0.00,106.00,105.00,0.00,1.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",129.00,14.00,4.41,0.33,4.45,0.00,4.80,4.00,0.00,1400.00,720.00,80.00,247.00,0.00,353.00
2023,8,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",61.00,12.00,5.13,0.00,0.03,0.00,6.84,0.00,0.00,662.00,200.00,0.00,6.00,0.00,456.00
2023,8,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",153.00,30.00,7.15,0.00,14.44,0.00,8.41,3.00,0.00,1386.00,297.00,0.00,573.00,0.00,516.00
2023,8,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",614.00,98.00,24.12,0.00,17.17,0.00,56.71,11.00,0.00,6554.00,1659.00,0.00,647.00,0.00,4248.00
2023,8,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",276.00,30.00,14.52,0.00,6.70,0.00,8.79,5.00,0.00,1666.00,761.00,0.00,244.00,0.00,661.00
2023,8,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",89.00,10.00,3.28,1.86,2.31,0.00,2.55,3.00,0.00,498.00,197.00,52.00,103.00,0.00,146.00
2023,8,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",294.00,45.00,14.22,1.55,13.10,0.00,16.13,3.00,0.00,3044.00,1351.00,44.00,654.00,0.00,995.00
2023,8,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",31.00,9.00,4.69,0.00,1.31,0.00,3.00,0.00,0.00,372.00,178.00,0.00,36.00,0.00,158.00
2023,8,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",132.00,23.00,8.49,0.00,10.02,0.00,4.49,5.00,3.00,1712.00,765.00,0.00,500.00,0.00,447.00
2023,8,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",86.00,13.00,1.08,2.00,2.81,0.00,7.11,3.00,0.00,1013.00,38.00,223.00,225.00,0.00,527.00
2023,8,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",139.00,13.00,3.27,0.00,1.79,0.00,7.94,4.00,1.00,715.00,171.00,0.00,60.00,0.00,484.00
2023,8,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",263.00,49.00,17.25,2.00,13.28,0.00,16.47,2.00,0.00,4296.00,1751.00,786.00,744.00,0.00,1015.00
2023,8,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,8,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",98.00,12.00,4.40,0.02,2.70,0.00,4.89,1.00,0.00,866.00,238.00,4.00,97.00,0.00,527.00
2023,8,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",163.00,22.00,10.71,0.79,2.38,0.00,8.12,0.00,0.00,1769.00,1057.00,45.00,98.00,0.00,569.00
2023,8,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",232.00,48.00,12.89,1.14,12.12,0.00,21.84,4.00,0.00,4257.00,704.00,321.00,998.00,0.00,2234.00
2023,8,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",62.00,14.00,6.55,1.66,2.04,0.00,3.75,3.00,0.00,1684.00,1157.00,44.00,74.00,0.00,409.00
2023,8,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",27.00,3.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,268.00,33.00,0.00,0.00,0.00,235.00
2023,8,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",296.00,70.00,28.43,0.00,6.64,0.00,34.93,2.00,0.00,7128.00,1566.00,0.00,412.00,0.00,5150.00
2023,8,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",93.00,23.00,10.29,0.22,2.55,1.00,8.93,0.00,0.00,1476.00,515.00,24.00,110.00,21.00,806.00
2023,8,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",60.00,26.00,10.00,0.00,1.21,0.00,14.79,2.00,0.00,4719.00,1617.00,0.00,38.00,0.00,3064.00
2023,8,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",93.00,37.00,13.00,0.76,14.73,0.00,8.51,0.00,0.00,1528.00,508.00,29.00,385.00,0.00,606.00
2023,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",759.00,225.00,67.14,14.76,38.73,0.21,104.17,16.00,5.00,20112.00,5665.00,950.00,2152.00,11.00,11334.00
2023,8,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1376.00,328.00,92.41,13.89,80.55,0.55,140.60,11.00,1.00,31197.00,9964.00,2181.00,4350.00,11.00,14691.00
2023,8,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",165.00,64.00,19.17,5.38,12.37,0.00,27.08,2.00,0.00,6689.00,2412.00,426.00,511.00,0.00,3340.00
2023,8,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",77.00,23.00,14.58,2.81,0.90,0.00,4.70,0.00,0.00,2321.00,1603.00,232.00,48.00,0.00,438.00
2023,8,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",278.00,90.00,31.43,5.72,7.27,0.00,45.59,2.00,0.00,5826.00,2049.00,428.00,293.00,0.00,3056.00
2023,8,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",75.00,24.00,9.38,0.05,2.95,0.00,11.62,2.00,0.00,2836.00,758.00,17.00,90.00,0.00,1971.00
2023,8,AA,American Airlines Inc.,BGR,"Bangor, ME: Bangor International",134.00,24.00,6.13,0.32,3.40,0.00,14.15,1.00,0.00,1638.00,483.00,20.00,116.00,0.00,1019.00
2023,8,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",56.00,27.00,5.01,2.23,3.98,0.00,15.78,0.00,0.00,2959.00,929.00,258.00,267.00,0.00,1505.00
2023,8,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",755.00,221.00,79.95,8.58,29.61,1.15,101.72,10.00,1.00,19927.00,8122.00,1069.00,1303.00,39.00,9394.00
2023,8,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",117.00,28.00,11.32,1.00,3.38,0.00,12.30,0.00,0.00,2528.00,577.00,139.00,112.00,0.00,1700.00
2023,8,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1478.00,454.00,117.87,28.77,118.12,2.48,186.76,14.00,2.00,38482.00,11286.00,2379.00,5785.00,194.00,18838.00
2023,8,AA,American Airlines Inc.,BTV,"Burlington, VT: Burlington International",51.00,12.00,3.74,0.15,1.02,0.00,7.09,0.00,0.00,1097.00,321.00,12.00,51.00,0.00,713.00
2023,8,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",188.00,59.00,17.45,3.70,7.69,0.00,30.16,1.00,3.00,4442.00,1285.00,303.00,402.00,0.00,2452.00
2023,8,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",106.00,23.00,12.45,0.86,2.73,0.00,6.96,2.00,1.00,2348.00,1544.00,144.00,108.00,0.00,552.00
2023,8,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",340.00,105.00,40.33,5.31,10.19,0.11,49.06,7.00,0.00,8122.00,2895.00,384.00,419.00,4.00,4420.00
2023,8,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",97.00,19.00,7.28,0.23,3.85,0.00,7.65,0.00,0.00,1276.00,757.00,25.00,93.00,0.00,401.00
2023,8,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",62.00,10.00,3.76,0.00,1.41,0.00,4.83,0.00,0.00,406.00,160.00,0.00,74.00,0.00,172.00
2023,8,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",424.00,101.00,26.22,5.45,12.07,0.13,57.13,11.00,2.00,9084.00,1770.00,445.00,540.00,4.00,6325.00
2023,8,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",119.00,52.00,16.14,0.83,4.16,0.00,30.87,2.00,0.00,5715.00,2008.00,62.00,185.00,0.00,3460.00
2023,8,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",505.00,155.00,49.79,7.36,33.83,2.02,62.00,4.00,5.00,12930.00,5397.00,522.00,1384.00,64.00,5563.00
2023,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",10497.00,2500.00,636.40,143.81,503.91,9.07,1206.81,230.00,43.00,294629.00,110971.00,14250.00,29468.00,678.00,139262.00
2023,8,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",382.00,104.00,33.48,1.09,8.80,0.19,60.45,6.00,0.00,7941.00,2194.00,79.00,467.00,14.00,5187.00
2023,8,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",95.00,19.00,7.79,0.12,2.51,0.00,8.58,1.00,0.00,1034.00,471.00,2.00,97.00,0.00,464.00
2023,8,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",285.00,93.00,27.23,5.16,11.91,0.00,48.70,2.00,0.00,10725.00,1996.00,632.00,702.00,0.00,7395.00
2023,8,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",46.00,11.00,4.49,0.90,2.75,0.00,2.86,0.00,0.00,898.00,471.00,39.00,81.00,0.00,307.00
2023,8,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2526.00,607.00,171.68,26.15,146.10,2.10,260.96,58.00,21.00,60619.00,22785.00,2001.00,6618.00,80.00,29135.00
2023,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",739.00,237.00,77.39,5.96,61.23,0.30,92.12,9.00,1.00,21177.00,6971.00,776.00,2876.00,29.00,10525.00
2023,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",14953.00,3212.00,898.24,103.53,516.87,9.69,1683.67,151.00,45.00,376057.00,141614.00,7619.00,20738.00,537.00,205549.00
2023,8,AA,American Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,56.00,0.00,0.00,0.00,0.00
2023,8,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",234.00,64.00,27.32,0.42,4.14,0.00,32.12,0.00,0.00,6775.00,2967.00,47.00,226.00,0.00,3535.00
2023,8,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",401.00,97.00,37.06,3.48,14.39,0.13,41.93,2.00,2.00,7508.00,3208.00,218.00,635.00,19.00,3428.00
2023,8,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",62.00,20.00,5.49,0.00,1.63,0.00,12.88,1.00,0.00,2738.00,991.00,0.00,105.00,0.00,1642.00
2023,8,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",62.00,12.00,6.29,0.00,0.69,0.00,5.03,0.00,0.00,756.00,412.00,0.00,57.00,0.00,287.00
2023,8,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",248.00,79.00,27.13,0.80,3.93,0.00,47.15,3.00,1.00,11859.00,2607.00,117.00,229.00,0.00,8906.00
2023,8,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",62.00,23.00,5.12,0.00,1.15,0.00,16.73,0.00,0.00,1657.00,470.00,0.00,44.00,0.00,1143.00
